room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay
Entire home/apt,WEST,SPRINGBANK HILL,1,,5,2,176,2
Entire home/apt,WEST,WESTGATE,0,,6,3,240,3
Entire home/apt,WEST,CHRISTIE PARK,17,5,5,0,63,1
Entire home/apt,WEST,SPRUCE CLIFF,3,5,3,2,56,1
Entire home/apt,WEST,SPRUCE CLIFF,18,5,2,1,108,3
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,0,,2,0,57,3
Entire home/apt,WEST,CURRIE BARRACKS,0,,6,2,160,3
Entire home/apt,WEST,SPRUCE CLIFF,0,,4,2,200,1
Entire home/apt,WEST,GLAMORGAN,2,,2,1,55,1
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,0,,3,2,108,1
Entire home/apt,WEST,GLENBROOK,0,,6,3,1000,1
Entire home/apt,CENTRE,BANKVIEW,2,,5,2,66,1
Entire home/apt,WEST,CURRIE BARRACKS,0,,6,3,240,7
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,5,4,8,4,96,3
Entire home/apt,CENTRE,BANKVIEW,0,,4,2,125,1
Entire home/apt,CENTRE,SOUTH CALGARY,0,,4,1,72,1
Entire home/apt,CENTRE,RICHMOND,4,4.5,4,2,71,7
Entire home/apt,CENTRE,BELTLINE,0,,4,2,157,3
Entire home/apt,CENTRE,BELTLINE,2,,5,2,201,15
Entire home/apt,CENTRE,SUNALTA,2,,2,1,70,2
Entire home/apt,CENTRE,SUNALTA,3,5,4,2,55,3
Entire home/apt,CENTRE,BELTLINE,69,4.5,2,0,39,2
Entire home/apt,CENTRE,BELTLINE,0,,5,2,440,1
Entire home/apt,CENTRE,UPPER MOUNT ROYAL,4,5,3,1,88,1
Entire home/apt,CENTRE,BELTLINE,2,,4,2,43,2
Entire home/apt,CENTRE,SCARBORO,0,,5,2,124,2
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,3,5,5,3,319,3
Entire home/apt,CENTRE,EAU CLAIRE,6,4.5,6,3,144,4
Entire home/apt,CENTRE,WEST HILLHURST,5,4.5,8,4,160,2
Entire home/apt,CENTRE,ELBOYA,1,,4,2,102,1
Entire home/apt,CENTRE,BELTLINE,21,4.5,4,1,66,1
Entire home/apt,CENTRE,HILLHURST,2,,4,1,79,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,4,2,160,2
Entire home/apt,CENTRE,BELTLINE,0,,2,1,157,3
Entire home/apt,CENTRE,BELTLINE,2,,4,2,100,1
Entire home/apt,CENTRE,CLIFF BUNGALOW,0,,3,3,200,7
Entire home/apt,CENTRE,BANKVIEW,0,,3,2,63,3
Entire home/apt,CENTRE,SUNALTA,1,,4,2,48,3
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,6,5,3,1,128,3
Entire home/apt,CENTRE,HILLHURST,0,,2,0,66,14
Entire home/apt,CENTRE,ALTADORE,0,,2,1,160,2
Entire home/apt,CENTRE,ELBOW PARK,4,4.5,4,1,71,1
Entire home/apt,CENTRE,BELTLINE,3,5,4,2,160,1
Entire home/apt,CENTRE,BELTLINE,1,,1,0,96,1
Entire home/apt,CENTRE,BELTLINE,2,,4,2,79,1
Entire home/apt,CENTRE,BELTLINE,0,,2,1,79,3
Entire home/apt,CENTRE,ALTADORE,3,5,4,2,80,2
Entire home/apt,CENTRE,BELTLINE,6,4.5,5,2,100,1
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,2,,2,1,121,1
Entire home/apt,CENTRE,BELTLINE,3,4.5,2,1,96,2
Entire home/apt,CENTRE,BELTLINE,3,4.5,4,2,66,3
Entire home/apt,CENTRE,CLIFF BUNGALOW,0,,2,1,84,2
Entire home/apt,CENTRE,BELTLINE,0,,2,2,304,3
Entire home/apt,CENTRE,BELTLINE,0,,5,2,424,1
Entire home/apt,CENTRE,BELTLINE,2,,2,1,80,2
Entire home/apt,CENTRE,UPPER MOUNT ROYAL,4,4.5,2,1,63,2
Entire home/apt,CENTRE,BANKVIEW,9,5,4,2,68,2
Entire home/apt,CENTRE,BELTLINE,7,5,3,1,76,3
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,5,5,4,2,180,3
Entire home/apt,CENTRE,BELTLINE,3,2,5,1,80,1
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,1,,2,0,77,5
Entire home/apt,CENTRE,SOUTH CALGARY,3,4.5,4,2,60,2
Entire home/apt,CENTRE,BELTLINE,2,,4,2,95,1
Entire home/apt,CENTRE,SOUTH CALGARY,10,5,6,3,133,3
Entire home/apt,WEST,PATTERSON,13,4,5,2,140,1
Entire home/apt,NORTHWEST,VARSITY,1,,3,2,80,2
Entire home/apt,NORTHWEST,VARSITY,0,,4,2,65,3
Entire home/apt,NORTHWEST,BRENTWOOD,0,,3,2,102,2
Entire home/apt,CENTRE,POINT MCKAY,0,,4,2,10,1
Entire home/apt,WEST,PATTERSON,2,,2,1,80,5
Entire home/apt,CENTRE,CAPITOL HILL,5,5,4,2,63,6
Entire home/apt,NORTHWEST,CHARLESWOOD,0,,2,0,80,1
Entire home/apt,CENTRE,BANFF TRAIL,1,,2,2,40,1
Entire home/apt,CENTRE,ROSEMONT,0,,7,4,280,7
Entire home/apt,CENTRE,BANFF TRAIL,0,,2,1,40,1
Entire home/apt,CENTRE,BANFF TRAIL,2,,4,3,100,1
Entire home/apt,NORTHWEST,CHARLESWOOD,0,,5,4,240,5
Entire home/apt,CENTRE,CAPITOL HILL,12,4.5,4,2,79,6
Entire home/apt,CENTRE,BELTLINE,0,,2,1,206,2
Entire home/apt,CENTRE,CLIFF BUNGALOW,21,5,2,1,92,2
Entire home/apt,CENTRE,BELTLINE,2,,4,1,92,2
Entire home/apt,WEST,SIGNAL HILL,0,,7,3,108,2
Entire home/apt,CENTRE,SOUTH CALGARY,1,,4,1,121,3
Entire home/apt,WEST,GLENBROOK,0,,5,3,160,3
Entire home/apt,CENTRE,ALTADORE,1,,4,3,121,2
Entire home/apt,CENTRE,ALTADORE,2,,3,2,111,2
Entire home/apt,CENTRE,SOUTH CALGARY,0,,5,2,287,7
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,3,4.5,7,2,80,3
Entire home/apt,CENTRE,UPPER MOUNT ROYAL,9,5,2,1,57,1
Entire home/apt,WEST,WILDWOOD,1,,6,3,119,6
Entire home/apt,CENTRE,BANKVIEW,0,,4,2,119,3
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,1,,2,1,151,2
Entire home/apt,CENTRE,SOUTH CALGARY,7,4.5,2,1,121,3
Entire home/apt,WEST,SPRUCE CLIFF,0,,3,2,401,1
Entire home/apt,CENTRE,BELTLINE,0,,2,1,155,4
Entire home/apt,CENTRE,SUNALTA,3,4.5,5,3,76,14
Entire home/apt,CENTRE,WEST HILLHURST,4,5,2,1,76,2
Entire home/apt,CENTRE,CLIFF BUNGALOW,11,4.5,4,2,108,2
Entire home/apt,CENTRE,BANKVIEW,0,,8,4,280,5
Entire home/apt,CENTRE,GARRISON WOODS,0,,4,1,48,1
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,0,,4,2,136,3
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,1,,4,1,92,1
Entire home/apt,WEST,GLAMORGAN,3,5,5,2,56,2
Entire home/apt,CENTRE,BELTLINE,9,4.5,2,1,88,1
Entire home/apt,CENTRE,BELTLINE,16,5,3,1,76,2
Entire home/apt,CENTRE,ALTADORE,41,5,4,2,69,1
Entire home/apt,CENTRE,SOUTH CALGARY,1,,6,3,152,2
Entire home/apt,CENTRE,HILLHURST,7,5,6,3,199,2
Entire home/apt,CENTRE,WEST HILLHURST,1,,5,3,143,2
Entire home/apt,CENTRE,SUNALTA,0,,7,5,240,7
Entire home/apt,CENTRE,CAPITOL HILL,20,4,8,2,36,1
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,0,,3,2,47,10
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,6,4,5,2,96,
Entire home/apt,CENTRE,SUNALTA,43,4.5,3,1,64,3
Entire home/apt,CENTRE,RICHMOND,24,5,4,2,80,1
Entire home/apt,CENTRE,RICHMOND,19,4.5,8,4,251,1
Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,0,,5,3,258,3
Entire home/apt,WEST,SPRUCE CLIFF,0,,4,2,161,4
Entire home/apt,CENTRE,HILLHURST,7,5,4,3,219,1
Entire home/apt,CENTRE,HOUNSFIELD HEIGHTS/BRIAR HILL,1,,4,3,132,2
Entire home/apt,CENTRE,BELTLINE,0,,4,2,68,3
Entire home/apt,CENTRE,SCARBORO,3,4.5,5,2,64,1
Entire home/apt,CENTRE,MOUNT PLEASANT,6,4.5,10,3,240,2
Entire home/apt,CENTRE,UPPER MOUNT ROYAL,1,,4,1,61,2
Entire home/apt,SOUTHEAST,RIVERBEND,4,5,4,1,57,1
Private room,SOUTH,HAYSBORO,0,,2,1,40,1
Entire home/apt,NORTHWEST,DALHOUSIE,0,,4,2,79,2
Entire home/apt,NORTH,KINCORA,9,5,3,2,52,1
Entire home/apt,CENTRE,BELTLINE,0,,4,2,481,2
Private room,WEST,SIGNAL HILL,1,,2,1,31,1
Private room,CENTRE,BANKVIEW,0,,1,1,140,1
Private room,SOUTHEAST,OGDEN,0,,1,1,124,1
Private room,CENTRE,SUNALTA,21,5,2,1,45,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,2,1,130,7
Entire home/apt,CENTRE,INGLEWOOD,8,5,2,1,49,
Private room,CENTRE,BELTLINE,0,,4,1,60,2
Entire home/apt,CENTRE,RAMSAY,2,,2,0,71,1
Entire home/apt,CENTRE,BELTLINE,0,,3,2,124,2
Private room,WEST,PATTERSON,0,,2,1,80,1
Shared room,SOUTH,SOUTHWOOD,0,,1,1,32,1
Private room,CENTRE,TUXEDO PARK,0,,2,1,31,2
Private room,CENTRE,SUNALTA,0,,2,1,96,3
Private room,EAST,SOUTHVIEW,0,,2,1,16,1
Entire home/apt,CENTRE,BELTLINE,4,5,5,1,101,3
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,50,5,2,1,60,2
Entire home/apt,WEST,WILDWOOD,47,5,2,1,56,1
Entire home/apt,CENTRE,HILLHURST,11,5,2,1,80,2
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,4,4,3,1,48,3
Private room,NORTHEAST,CITYSCAPE,1,,1,1,44,1
Entire home/apt,NORTHWEST,EDGEMONT,3,4.5,10,4,121,5
Entire home/apt,CENTRE,MISSION,32,4.5,4,1,63,2
Private room,SOUTH,DEER RIDGE,0,,2,1,60,1
Entire home/apt,CENTRE,HILLHURST,37,4.5,3,2,99,
Private room,NORTHWEST,ROYAL OAK,5,5,2,1,41,1
Private room,EAST,ERIN WOODS,4,5,6,1,38,1
Entire home/apt,CENTRE,ERLTON,8,5,6,3,183,2
Entire home/apt,NORTHWEST,MONTGOMERY,14,4,5,2,40,
Private room,CENTRE,RICHMOND,0,,2,1,40,1
Entire home/apt,CENTRE,SUNNYSIDE,3,4.5,2,1,72,1
Entire home/apt,CENTRE,CLIFF BUNGALOW,4,5,4,1,68,1
Entire home/apt,NORTHWEST,RANCHLANDS,1,,4,3,40,2
Entire home/apt,CENTRE,BELTLINE,15,5,2,1,60,3
Entire home/apt,CENTRE,WEST HILLHURST,0,,2,1,28,1
Entire home/apt,WEST,ASPEN WOODS,16,5,6,2,71,1
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,1,,1,1,121,1
Entire home/apt,CENTRE,BELTLINE,11,5,2,0,71,2
Entire home/apt,CENTRE,RAMSAY,0,,4,2,160,2
Entire home/apt,CENTRE,BELTLINE,6,5,4,2,119,1
Private room,SOUTH,DEER RIDGE,16,5,4,1,40,2
Private room,CENTRE,CRESCENT HEIGHTS,1,,2,1,30,1
Entire home/apt,CENTRE,SUNNYSIDE,0,,2,2,104,5
Private room,CENTRE,BRIDGELAND/RIVERSIDE,2,,2,1,42,1
Private room,CENTRE,ALTADORE,24,5,2,1,47,1
Private room,SOUTHEAST,MCKENZIE LAKE,0,,4,1,47,1
Entire home/apt,CENTRE,GREENVIEW,0,,6,2,78,2
Entire home/apt,CENTRE,BELTLINE,32,4.5,2,1,88,3
Entire home/apt,CENTRE,BELTLINE,0,,2,1,121,7
Entire home/apt,CENTRE,BELTLINE,0,,2,1,121,1
Entire home/apt,CENTRE,BELTLINE,0,,4,1,280,2
Private room,CENTRE,RENFREW,0,,2,1,72,1
Entire home/apt,CENTRE,BELTLINE,63,5,2,1,75,3
Entire home/apt,CENTRE,MISSION,17,4.5,3,1,58,1
Entire home/apt,CENTRE,ERLTON,7,5,2,1,119,2
Private room,CENTRE,RAMSAY,1,,2,1,63,1
Private room,CENTRE,ST. ANDREWS HEIGHTS,7,4.5,3,1,160,1
Entire home/apt,CENTRE,BELTLINE,9,4.5,2,1,69,1
Entire home/apt,NORTHWEST,SCENIC ACRES,3,5,6,2,85,2
Entire home/apt,CENTRE,BELTLINE,0,,4,2,332,4
Entire home/apt,NORTHWEST,BRENTWOOD,10,4.5,4,1,68,3
Entire home/apt,NORTH,SANDSTONE VALLEY,0,,8,3,116,1
Entire home/apt,CENTRE,CHINATOWN,27,4.5,3,0,64,1
Entire home/apt,CENTRE,BELTLINE,5,4,2,1,99,3
Entire home/apt,EAST,ALBERT PARK/RADISSON HEIGHTS,21,4.5,5,2,72,1
Entire home/apt,CENTRE,BELTLINE,0,,4,2,232,5
Private room,SOUTHEAST,MCKENZIE LAKE,36,5,2,1,44,1
Entire home/apt,CENTRE,MOUNT PLEASANT,3,4.5,4,2,89,2
Private room,NORTHEAST,STONEY 2,0,,4,1,104,1
Entire home/apt,CENTRE,INGLEWOOD,15,5,8,2,119,1
Entire home/apt,CENTRE,UPPER MOUNT ROYAL,0,,2,1,112,2
Entire home/apt,CENTRE,BELTLINE,1,,2,1,64,21
Entire home/apt,CENTRE,BELTLINE,0,,4,2,117,7
Private room,CENTRE,DOWNTOWN EAST VILLAGE,4,5,2,1,76,1
Private room,NORTHWEST,ARBOUR LAKE,5,5,4,1,39,3
Private room,CENTRE,BELTLINE,6,5,2,1,78,3
Private room,CENTRE,SUNALTA,1,,2,1,96,1
Private room,NORTH,HUNTINGTON HILLS,29,5,2,1,48,1
Entire home/apt,CENTRE,LOWER MOUNT ROYAL,10,5,2,1,72,1
Private room,SOUTH,OAKRIDGE,3,5,2,1,23,1
Entire home/apt,CENTRE,BELTLINE,1,,4,2,124,2
Private room,CENTRE,KILLARNEY/GLENGARRY,0,,2,1,10,1
Entire home/apt,CENTRE,RENFREW,2,,2,1,151,3
Entire home/apt,CENTRE,DOWNTOWN WEST END,5,5,4,1,68,2
Private room,CENTRE,UPPER MOUNT ROYAL,2,,2,1,28,1
Private room,NORTHWEST,TUSCANY,37,5,2,1,32,
Private room,WEST,RUTLAND PARK,0,,1,1,24,
Private room,NORTHWEST,CHARLESWOOD,31,4.5,2,1,28,2
Private room,CENTRE,BANKVIEW,48,5,2,1,37,
Private room,SOUTH,SUNDANCE,5,4.5,2,1,40,2
Private room,CENTRE,ERLTON,7,5,2,1,100,
Entire home/apt,CENTRE,RENFREW,5,5,2,1,103,1
Entire home/apt,NORTHWEST,ROYAL OAK,0,,6,3,216,5
Entire home/apt,CENTRE,BELTLINE,1,,4,1,171,6
Private room,WEST,GLAMORGAN,0,,2,1,35,1
Entire home/apt,CENTRE,BELTLINE,0,,2,1,201,2
Entire home/apt,CENTRE,MISSION,27,5,5,2,118,1
Entire home/apt,CENTRE,MISSION,1,,4,2,161,1
Private room,NORTHEAST,MARLBOROUGH PARK,0,,3,1,80,1
Entire home/apt,NORTH,NOLAN HILL,2,,4,3,112,2
Entire home/apt,WEST,SPRUCE CLIFF,10,4.5,6,3,72,
Entire home/apt,CENTRE,CLIFF BUNGALOW,0,,5,2,160,1
Entire home/apt,NORTHWEST,TUSCANY,0,,4,2,72,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,4,2,128,4
Entire home/apt,NORTHWEST,BOWNESS,26,4.5,2,1,41,1
Private room,SOUTH,WILLOW PARK,4,5,2,1,48,1
Entire home/apt,CENTRE,SOUTH CALGARY,8,5,2,1,57,5
Entire home/apt,CENTRE,SUNNYSIDE,4,5,2,2,121,2
Entire home/apt,CENTRE,BELTLINE,0,,4,1,101,3
Entire home/apt,CENTRE,BELTLINE,3,4.5,2,1,108,2
Entire home/apt,CENTRE,MISSION,3,4.5,2,1,79,2
Private room,CENTRE,BRIDGELAND/RIVERSIDE,3,5,2,1,40,2
Entire home/apt,CENTRE,BELTLINE,5,5,2,1,88,1
Private room,WEST,LAKEVIEW,0,,1,1,27,6
Private room,CENTRE,BELTLINE,18,5,2,1,28,1
Entire home/apt,CENTRE,BELTLINE,1,,4,2,119,2
Entire home/apt,NORTHWEST,BRENTWOOD,5,4,3,2,96,1
Entire home/apt,CENTRE,BELTLINE,5,5,4,1,92,2
Entire home/apt,CENTRE,BELTLINE,4,5,4,2,119,3
Entire home/apt,CENTRE,BELTLINE,10,4.5,4,1,68,2
Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,0,,3,0,84,1
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,22,4.5,6,2,96,3
Entire home/apt,WEST,GLENBROOK,0,,1,1,80,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,6,5,4,2,158,2
Private room,NORTHWEST,ROCKY RIDGE,1,,2,1,40,2
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,10,4,6,2,75,1
Private room,CENTRE,TUXEDO PARK,4,4.5,2,1,36,4
Entire home/apt,NORTHWEST,HAWKWOOD,5,5,4,3,140,2
Entire home/apt,CENTRE,SUNNYSIDE,23,4.5,4,2,124,3
Entire home/apt,CENTRE,ERLTON,2,,4,2,88,
Private room,WEST,GLAMORGAN,4,5,2,1,34,1
Private room,CENTRE,SOUTH CALGARY,16,5,2,1,43,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,1,,2,1,119,2
Private room,SOUTH,SHAWNESSY,0,,1,1,20,2
Entire home/apt,CENTRE,TUXEDO PARK,3,5,8,3,100,2
Entire home/apt,CENTRE,BELTLINE,9,4.5,2,1,76,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,1,,6,2,68,1
Entire home/apt,CENTRE,BELTLINE,4,5,2,1,157,1
Entire home/apt,NORTHWEST,SILVER SPRINGS,4,5,3,2,64,3
Entire home/apt,CENTRE,CLIFF BUNGALOW,9,5,3,1,72,2
Entire home/apt,CENTRE,ALTADORE,18,5,1,0,60,1
Entire home/apt,NORTHWEST,BRENTWOOD,40,4.5,4,1,68,3
Entire home/apt,WEST,WEST SPRINGS,1,,2,1,100,7
Entire home/apt,NORTH,SAGE HILL,14,4,2,1,64,1
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,9,4.5,4,2,220,2
Entire home/apt,CENTRE,CLIFF BUNGALOW,25,5,2,1,53,4
Private room,CENTRE,WEST HILLHURST,8,5,1,1,47,2
Private room,CENTRE,BELTLINE,0,,2,1,104,1
Entire home/apt,CENTRE,MISSION,30,4.5,4,2,76,1
Entire home/apt,SOUTHEAST,RIVERBEND,13,5,15,4,204,2
Private room,NORTH,COVENTRY HILLS,0,,2,1,68,1
Private room,CENTRE,BELTLINE,1,,2,1,68,1
Entire home/apt,CENTRE,BELTLINE,1,,3,1,62,2
Entire home/apt,CENTRE,CHINATOWN,42,5,6,2,208,1
Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,3,4,2,0,119,
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,1,,3,2,81,5
Entire home/apt,CENTRE,DOWNTOWN WEST END,2,,2,1,60,3
Entire home/apt,NORTHWEST,BRENTWOOD,0,,4,2,76,1
Private room,NORTHEAST,MARLBOROUGH PARK,0,,3,1,88,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,2,1,167,4
Entire home/apt,CENTRE,SOUTH CALGARY,37,5,4,2,112,3
Private room,SOUTHEAST,MCKENZIE LAKE,1,,2,1,60,1
Entire home/apt,CENTRE,BELTLINE,0,,2,2,261,1
Entire home/apt,NORTHWEST,DALHOUSIE,1,,3,1,45,1
Entire home/apt,CENTRE,SUNALTA,31,5,2,1,61,2
Private room,NORTH,KINCORA,1,,2,1,32,1
Entire home/apt,CENTRE,BELTLINE,2,,2,2,98,1
Entire home/apt,CENTRE,BELTLINE,17,5,4,2,152,3
Entire home/apt,WEST,ROSSCARROCK,11,5,4,2,45,2
Entire home/apt,CENTRE,CHINATOWN,12,5,3,0,64,5
Entire home/apt,NORTH,EVANSTON,21,4.5,16,4,144,1
Entire home/apt,CENTRE,RENFREW,1,,4,2,100,1
Entire home/apt,CENTRE,CLIFF BUNGALOW,0,,2,1,96,2
Private room,CENTRE,SOUTH CALGARY,0,,1,1,49,1
Entire home/apt,NORTHWEST,EDGEMONT,23,4,7,2,60,1
Entire home/apt,NORTHWEST,VARSITY,9,5,3,1,102,3
Private room,CENTRE,KILLARNEY/GLENGARRY,25,5,2,1,31,2
Entire home/apt,CENTRE,MOUNT PLEASANT,0,,5,2,121,3
Entire home/apt,CENTRE,BRIDGELAND/RIVERSIDE,2,,4,1,72,1
Entire home/apt,NORTHWEST,MONTGOMERY,53,5,5,2,64,
Entire home/apt,CENTRE,CRESCENT HEIGHTS,1,,4,1,153,2
Private room,CENTRE,TUXEDO PARK,0,,2,1,44,2
Entire home/apt,CENTRE,WEST HILLHURST,0,,16,7,478,2
Entire home/apt,CENTRE,SUNALTA,58,4.5,2,1,52,3
Entire home/apt,CENTRE,SHAGANAPPI,18,5,4,2,79,3
Private room,NORTHEAST,MAYLAND HEIGHTS,7,4.5,1,1,27,1
Entire home/apt,CENTRE,CAPITOL HILL,0,,5,2,159,5
Entire home/apt,CENTRE,CRESCENT HEIGHTS,6,5,2,1,68,7
Private room,CENTRE,BELTLINE,5,5,1,1,53,1
Entire home/apt,WEST,ASPEN WOODS,5,4.5,10,4,273,3
Entire home/apt,CENTRE,BELTLINE,0,,4,2,80,3
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,119,4.5,6,2,79,
Entire home/apt,NORTH,NOLAN HILL,0,,4,1,61,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,34,5,4,1,87,2
Entire home/apt,NORTHWEST,ROCKY RIDGE,4,5,15,6,220,2
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,0,,2,1,200,7
Entire home/apt,SOUTHEAST,RIVERBEND,2,,8,2,33,1
Entire home/apt,CENTRE,BELTLINE,2,,2,1,80,10
Private room,NORTHEAST,MARLBOROUGH PARK,31,5,2,1,20,2
Entire home/apt,CENTRE,SUNNYSIDE,19,5,3,1,108,2
Entire home/apt,WEST,GLENBROOK,4,4,8,3,160,1
Entire home/apt,CENTRE,BELTLINE,0,,4,2,176,7
Private room,EAST,DOVER,4,5,2,1,30,1
Entire home/apt,CENTRE,HILLHURST,10,4,2,1,54,1
Private room,CENTRE,BELTLINE,3,4.5,2,1,72,1
Private room,SOUTH,SUNDANCE,9,5,1,1,40,1
Entire home/apt,CENTRE,BELTLINE,3,3.5,4,2,135,2
Private room,WEST,GARRISON GREEN,0,,2,1,60,1
Entire home/apt,CENTRE,RICHMOND,3,5,2,1,79,2
Entire home/apt,NORTHWEST,MONTGOMERY,0,,4,2,80,2
Entire home/apt,CENTRE,BELTLINE,4,4,2,1,111,2
Private room,CENTRE,BELTLINE,0,,2,1,96,1
Private room,EAST,FOREST LAWN,0,,2,1,71,2
Private room,NORTH,THORNCLIFFE,2,,2,1,32,1
Entire home/apt,CENTRE,GARRISON WOODS,1,,6,3,155,2
Entire home/apt,CENTRE,ROXBORO,4,4.5,2,0,88,1
Entire home/apt,NORTHWEST,COLLINGWOOD,2,,2,1,60,2
Entire home/apt,CENTRE,DOWNTOWN WEST END,0,,2,1,95,2
Private room,CENTRE,BELTLINE,38,5,2,1,43,1
Entire home/apt,CENTRE,BELTLINE,7,5,5,2,119,3
Entire home/apt,WEST,ROSSCARROCK,3,4,4,2,119,2
Entire home/apt,NORTHWEST,SCENIC ACRES,20,5,6,3,143,5
Entire home/apt,WEST,SIGNAL HILL,18,5,6,3,44,1
Entire home/apt,CENTRE,SCARBORO,0,,2,1,136,1
Entire home/apt,CENTRE,MOUNT PLEASANT,18,5,4,2,76,2
Entire home/apt,CENTRE,CAPITOL HILL,11,4.5,4,2,78,1
Private room,CENTRE,BELTLINE,4,5,2,1,60,10
Entire home/apt,CENTRE,BELTLINE,0,,4,2,111,2
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,2,,4,2,200,1
Entire home/apt,CENTRE,BELTLINE,25,5,2,1,39,3
Entire home/apt,NORTHWEST,EDGEMONT,0,,6,5,71,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,25,4.5,2,1,89,5
Entire home/apt,CENTRE,BANFF TRAIL,24,4.5,2,1,32,2
Entire home/apt,SOUTHEAST,RIVERBEND,94,4.5,6,2,70,1
Private room,EAST,FOREST LAWN,0,,2,1,71,1
Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,5,5,4,2,119,3
Private room,CENTRE,CRESCENT HEIGHTS,62,4.5,2,1,28,1
Entire home/apt,CENTRE,CRESCENT HEIGHTS,13,5,6,2,84,
Entire home/apt,CENTRE,BANKVIEW,23,4,2,1,40,2
Entire home/apt,CENTRE,WEST HILLHURST,13,4.5,8,3,240,1
Private room,WEST,SIGNAL HILL,0,,2,1,68,2
Private room,CENTRE,CRESCENT HEIGHTS,10,5,2,1,46,2
Entire home/apt,WEST,DISCOVERY RIDGE,4,5,3,1,88,2
Private room,CENTRE,INGLEWOOD,4,5,2,1,36,1
Entire home/apt,CENTRE,SUNALTA,2,,4,2,240,2
Entire home/apt,CENTRE,CRESCENT HEIGHTS,4,4.5,3,2,79,4
Entire home/apt,CENTRE,BELTLINE,0,,4,2,200,1
Private room,EAST,ALBERT PARK/RADISSON HEIGHTS,16,5,2,1,33,2
Entire home/apt,CENTRE,INGLEWOOD,17,4.5,4,2,112,2
Entire home/apt,CENTRE,SCARBORO,29,4.5,4,1,63,1
Entire home/apt,CENTRE,BELTLINE,18,4.5,2,1,88,2
Entire home/apt,CENTRE,BELTLINE,9,5,4,2,69,3
Entire home/apt,SOUTH,KINGSLAND,8,4.5,2,1,57,
Entire home/apt,CENTRE,CLIFF BUNGALOW,15,4.5,2,1,36,1
Entire home/apt,CENTRE,CRESCENT HEIGHTS,2,,4,2,121,2
Private room,SOUTH,WOODBINE,0,,2,1,53,
Entire home/apt,CENTRE,BELTLINE,19,5,3,1,68,3
Entire home/apt,CENTRE,CRESCENT HEIGHTS,0,,2,1,136,4
Entire home/apt,CENTRE,INGLEWOOD,12,5,2,1,79,1
Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,16,4.5,2,1,89,1
Private room,CENTRE,HIGHLAND PARK,3,2.5,1,1,33,1
Entire home/apt,CENTRE,BELTLINE,29,5,2,1,78,2
Private room,CENTRE,KILLARNEY/GLENGARRY,0,,4,1,62,1
Entire home/apt,EAST,PENBROOKE MEADOWS,0,,1,1,40,7
Entire home/apt,SOUTHEAST,OGDEN,3,5,8,3,137,2
Entire home/apt,CENTRE,GARRISON WOODS,3,5,6,3,280,1
Private room,CENTRE,KILLARNEY/GLENGARRY,9,5,2,1,36,1
Private room,CENTRE,CRESCENT HEIGHTS,9,5,2,1,33,
Entire home/apt,WEST,COUGAR RIDGE,3,5,3,1,96,1
Entire home/apt,WEST,COACH HILL,4,5,4,2,88,1
